transcription	normalisation	flag
སྐྱེནཾ	སྐྱེལ་མཁན	1
སྐྱེསྱིྃ	སྐྱེས་ཁྱིམ	1
སྐྱེསྟེ	སྐྱེས་ཏེ	1
སྐྱེསའི	སྐྱེས་པའི	1
སྐྱེསུ	སྐྱེས་བུ	1
སྐྱེསུ་བསྐུར	སྐྱེས་སུ་བསྐུར	1
སྐྱེསུ	སྐྱེས་སུ	1
སྐྱེསོ	སྐྱེས་སོ	1
སྐྱོསེ	སྐྱོ་ཤེས	1
སྐྱོེས	སྐྱོ་ཤེས	1
སྐྱོཌ	སྐྱོགས	1
སྐྱོན༣སྤངསྟེ	སྐྱོན་གསུམ་སྤངས་ཏེ	1
སྐྱོནདོ	སྐྱོན་བརྗོད	1
སྐྱོནྲལ	སྐྱོན་བྲལ	1
སྐྱཽན	སྐྱོན་ཡོན	1
སྒྃ	སྒམ	1
སྒུུར	སྒུར་སྒུར	1
སྒོ་དྲུགི་གཟུངས	སྒོ་དྲུག་གི་གཟུངས	1
སྒོ་དྲུགིཟུངས	སྒོ་དྲུག་གི་གཟུངས	1
སྒོ་མཐའསྲུངས	སྒོ་མཐའ་ཡས་གཟུངས	1
སྒྱོདེ	སྒོ་འབྱེད	1
སྒོྃ	སྒོམ	1
སྒོརོཾ	སྒོར་མོ	1
སྒྱུཾན	སྒྱུ་མ་མཁན	1
སྒྱུལ	སྒྱུ་འཕྲུལ	1
སྒྱུ༹ལ	སྒྱུ་རྩལ	1
ངྱུར་བ	སྒྱུར་བ	1
ངྱུར་བ	སྒྱུར་བ	1
སྒྲནྱིས	སྒྲ་གཅན་གྱིས	1
སྒྲཅྱནྃངེ་	སྒྲ་གཅན་མིང་	1
སྒྲན	སྒྲ་གཅན	0
སྒྲྶྟེ	སྒྲ་སྟེ	1
སྒླ	སྒྲ་བླ	1
གྲླ	སྒྲ་བླ	1
སྒླ	སྒྲ་ཟླ	1
སྒྲཽཊ	སྒྲ་འདོགས	1
སྒྲགསོ	སྒྲགས་སོ	1
སྒྲགསོ	སྒྲགས་སོ	1
སརྒཌ	སྒྲགས	1
སྒྲོགྃཉྃཇོགིཟུཌན	སྒྲིག་མཉམ་འཇོག་གི་གཟུགས་ཅན	1
སྒྲིབྱེད	སྒྲིབ་བྱེད	1
སྒྲིཾགོས	སྒྲིམ་དགོས	1
སྒྲཽགས	སྒྲོ་འདོགས	1
སྒྲོགསུ	སྒྲོགས་སུ	1
སྒྲོཾན	སྒྲོན་མ	1
སྒྲོྃ	སྒྲོམ	1
སྒྲོལྱེད	སྒྲོལ་བྱེད	1
སྒྲོཾལ	སྒྲོལ་མ	1
སྔཊ	སྔགས	1
སྔཌ	སྔགས	1
སྲརཁྲིཾསསྟར	སྔར་ཁྲིམས་ལྟར	1
སྔསུ	སྔས་སུ	1
སྔུར	སྔུར	0
སྔཽ	སྔོ་སྔོ	1
སྔོནྱི	སྔོན་གྱི	1
སྔོིནྱ	སྔོན་གྱི	1
སྔོནད	སྔོན་ཆད	1
སྔོནུ	སྔོན་དུ	1
སྔཽན	སྔོན་པོ	1
སྔོནོ	སྔོན་པོ	1
སྣཽན	སྔོན་པོ	1
སྔོནུ	སྔོན་བུ	1
སྔོནེ༹	སྔོན་ཚེ	1
སྔོནྲོ	སྔོན་འགྲོ	1
སྔོཨཽནྲ	སྔོན་འགྲོ	1
སྙགིས	སྙགས་སྙིགས	1
སྙློ	སྙ་ལོ	1
སྙཌ	སྙགས	1
སྙོཾཌ	སྙང་སྙོགས	1
སྙདཙོས	སྙད་གཙེས	1
སྙདཏཌ	སྙད་བཏགས	1
སྙདརྐོ	སྙད་བརྐོ	1
སྙྃདེད	སྙད་མེད	1
སྙདོཌ	སྙད་འདོགས	1
སྙདཛུཌ	སྙད་འཛུགས	1
སྙནྐོར	སྙན་ཀོར	1
སྙནྑུང་	སྙན་ཁུང་	1
སྙནཙེརྃནི	སྙན་གཙེར་མིན	1
སྙནསྱནབེབ	སྙན་གསན་འབེབས	1
སྙནསྱལྷོནེརསྱན	སྙན་གསོལ་ལྷན་ནེར་གསན	1
སྙནྱི	སྙན་གྱི	1
སྙནཾག	སྙན་ངག	1
སྣནཾག	སྙན་ངག	1
སྙནཾཌ	སྙན་དངགས	1
སྙནབང་	སྙན་དབང་	1
སྙནུ	སྙན་དུ	1
སྙནོ	སྙན་ནོ	1
སྙནར	སྙན་པར	1
སྙནྲ	སྙན་ཕྲ	1
སྙནྱུད	སྙན་བརྒྱུད	1
སྙནསྐུལ	སྙན་བསྐུལ	1
སྙནོྃ	སྙན་མོ	1
སྙནཚིགི	སྙན་ཚིག་གི	1
སྙནཚིག	སྙན་ཚིག	1
སྙནྮུ	སྙན་ཞུ	1
སྙནཇོབས	སྙན་འཇེབས	1
སྙནྲིན	སྙན་འཕྲིན	1
སྙནབུལརྩེཟྱི	སྙན་འབུལ་བརྩེ་གཟིགས	1
སྙནད	སྙན་རྒྱུད	1
སྙནལཕྱང་	སྙན་ཤལ་འཕྱང་	1
སྙནལ	སྙན་ཤལ	1
སྙྲོན	སྙན་སྒྲོན	1
སྙཾ་པའི	སྙམ་པའི	1
སྙཾམཾ	སྙམ་མམ	1
སྙམེ	སྙམ་མེ	1
སྙོཾ	སྙམ་མོ	1
སྙྃ	སྙམ	1
སྣཾས	སྙམས	1
སྙལྱིནདུག	སྙལ་གྱིན་འདུག	1
སྙིོྃ	སྙི་མོ	1
སྙིཁནི	སྙིག་མཁན་ནི	1
སྙིཌ	སྙིགས	1
སྙིཌའོྃ	སྙིགས་མའོ	1
སྙིངྑ	སྙིང་ཁ	1
སྙིྃཁྃསྕན	སྙིང་ཁམས་ཅན	1
སྙིངར	སྙིང་ཁར	1
སྙྐིུང་	སྙིང་ཁུང་	1
སྙིངོ་	སྙིང་ཁོང་	1
སྙྲིཾག	སྙིང་ཁྲག	1
སྙིངྑྲག	སྙིང་ཁྲག	1
སྙིངྒ	སྙིང་ག	1
སྙིངཅྱེསྙིང་	སྙིང་གཅེས་སྙིང་	1
སྙིངའིརྩ	སྙིང་གའི་རྩ	1
སྙིངའི	སྙིང་གའི	1
སྙིངར	སྙིང་གར	1
སྙིངྒི	སྙིང་གི	1
སྙིཾཐིགྻང་	སྙིང་ཐིག་ཡང་	1
སྙིངིག	སྙིང་ཐིག	1
སྙིཾཀར	སྙིང་དཀར	1
སྙིངུབབ	སྙིང་དུ་འབབ	1
སྙིངུ་	སྙིང་དུ	1
སྙིཾནོར	སྙིང་ནོར	1
སྙིངོ་	སྙིང་པོ	1
སྙོིང་	སྙིང་པོ	1
སྙིནོ	སྙིང་པོ	1
ཉེདང་	སྙེད་དང་	1
སྙེཾས	སྙེམས	1
སྙིངརྩེའི	སྙིང་བརྩེ་བའི	1
སྙིངསྟན	སྙིང་བསྟན	1
སྙིངོེ	སྙིང་བོ་ཆེ	1
སྙིངོྃདེ	སྙིང་བོ་མེད	1
སྙིངོ་	སྙིང་བོ	1
སྙིངོའི	སྙིང་བོའི	1
སྙིངོར	སྙིང་བོར	1
སྙིངོས	སྙིང་བོས	1
སྙིངྃདེ	སྙིང་མེད	1
སྙིངཚ	སྙིང་ཚ	1
སྙིངཚད	སྙིང་ཚད	1
སྙིངཚབ	སྙིང་ཚབ	1
སྙིངིྃ	སྙིང་ཚིམ	1
སྙིངཚིལ	སྙིང་ཚིལ	1
སྙིངྮོ	སྙིང་ཞོ	1
སྙིངགུལྙིངྕན	སྙིང་འགུལ་སྙིངཅན	1
སྙིངཚུབ	སྙིང་འཚུབ	1
སྙིངཻ	སྙིང་རེ་རྗེ	1
སྙིེེང་	སྙིང་རེ་རྗེ	1
སྙིངེེའྃ	སྙིང་རེ་རྗེའམ	1
སྙིངརྗེཚདྃདེ	སྙིང་རྗེ་ཚད་མེད	1
སྙིངེེ	སྙིང་རྗེ་རྗེ	1
སྙིངེ་	སྙིང་རྗེ	1
སྙིེང་	སྙིང་རྗེ	1
སྙིངེས	སྙིང་རྗེས	1
སྙིངརྩ	སྙིང་རྩ	1
སྙིཾསྡུག	སྙིང་སྡུག	1
སྙིཾ	སྙིང་	1
སྙུགུ	སྙུག་གུ	1
སྙོངོས	སྙོན་མོངས	1
སྙོེྃ	སྙོམ་མེ	0
སྙོཾུརག	སྙོམས་པར་འཇུག	1
སྙོཾསཇུག	སྙོམས་འཇུག	1
སྙོྃས	སྙོམས	1
སྟགཟིག	སྟག་གཟིག	1
སྟགི་ལོ	སྟག་གི་རོ	1
སྟགྱོས	སྟག་མྱོས	1
སྟྱོས	སྟག་སྨྱོས	1
སྟངསྟབས	སྟངས་སྟབས	1
སྟཱབ་པོ	སྟབ་སྟབ་པོ	1
སྟུགོཉིད	སྟུག་པོ་གཉིད	1
སྟེདྲ	སྟེ་འདྲ	1
སྟེསེར	སྟེ་སེར	1
སྟེོནའི	སྟེ་སྟོན་པའི	1
སྟེཌ	སྟེགས	1
སྟོངེན	སྟོང་ཆེན	1
སྟོངདིང་	སྟོང་ཉིད་དང་	1
སྟོངིད	སྟོང་ཉིད	1
སྟོིངད	སྟོང་ཉིད	1
སྟོངང་	སྟོང་དང་	1
སྟོངུ་	སྟོང་དུ	1
སྟོངག	སྟོང་ཕྲག	1
སྟོཨུང་	སྟོང་རྒྱུང་	1
སྟོདཡྱོཌ	སྟོད་གཡོགས	1
སྟོདུལ	སྟོད་འདུལ	1
སྟོནཾ	སྟོན་ནམ	1
སྟོནས	སྟོན་ནས	1
སྟོནར	སྟོན་པར	1
སྟོནྱོཌ	སྟོན་ཕྱོགས	1
སྟོབྱས	སྟོབས་རྒྱས	1
སྟོབསྱིརྩ	སྟོབས་ཀྱི་རྩ	1
སྟོསྕན	སྟོབས་ཅན	1
སྟོབྴུཌ	སྟོབས་ཤུགས	1
སྟོབསཌོ	སྟོབས་སོགས	1
སྟོབསྙིངེེ	སྟོབས་སྙིང་རྗེ་རྗེ	1
སྡྲིབི	སྡིག་སྒྲིབ	1
སྡིན	སྡིག་སྲིན	1
སྡྲིིན	སྡིག་སྲིན	1
སྡིུ༹བ	སྡིགས་མཛུབ	1
སྡིུབ	སྡིགས་མཛུབ	1
སྡུགུ	སྡུག་གུ	1
སྡུགེ་བ	སྡུག་གེ་བ	1
བསྡུལ	སྡུག་བསྔལ	1
སྡུགལ	སྡུག་བསྔལ	1
སྡུཾལ	སྡུག་བསྔལ	1
སྡུལ	སྡུག་བསྔལ	0
དུགྔལ	སྡུག་བསྔལ	1
སྡུགྟུསྱིསློབ	སྡུག་རུས་ཀྱིས་སློབ	1
སྡུགསྐྱེས	སྡུག་སྐྱེས	1
སྡེུད	སྡུད་དེ	1
སྡུདདྱྃསུལིང་	སྡུད་བརྒྱ་མ་སུལ་མང་	1
སྡྲེུག	སྡེ་དྲུག	1
སྡེཚནསྐབསཾཁེན	སྡེ་བཙན་སྐབས་མཁན་ཆེན	1
སྔྱེད	སྡེ་བརྒྱད	1
སྡྱེད	སྡེ་བརྒྱད	1
སྡེ༹ན	སྡེ་ཚན	1
སྡོཚན	སྡེ་ཚན	1
སྡེདོང་	སྡེ་སྣོད་དང་	1
སྡེབྱོར	སྡེབ་སྦྱོར	1
སྡེརོཾ	སྡེར་མོ	1
སྡྲཽགས༹ད	སྡོང་གྲོགས་མཛད	1
སྡྲོངོ༹ད	སྡོང་གྲོགས་མཛད	1
སྡྲཽགས	སྡོང་གྲོགས	1
སྡྲོངོཊ	སྡོང་གྲོགས	1
སྡཽང་	སྡོང་པོ	1
སྡོངོའི	སྡོང་བོའི	1
སྡོཾ་གསུཾ	སྡོམ་གསུམ	1
སྡོྃའི	སྡོམ་པའི	1
སྡཽཾ	སྡོམ་མོ	1
སྡོཾ༹གི	སྡོམ་ཚིག	1
སྡོཾ	སྡོམ	1
སྣནེ	སྣ་ཆེན	1
སྣ་ཚོགསྡེ	སྣ་ཚོགས་སྡེ	1
སྣ༹གོསྡེ	སྣ་ཚོགས་སྡེ	1
སྣ༹གོས	སྣ་ཚོགས	1
སྣོ༹གས	སྣ་ཚོགས	1
སྣོག༹ས	སྣ་ཚོགས	1
སྣོ༹ཊ	སྣ་ཚོགས	1
སྣྲོགས	སྣ་ཚོགས	1
སྣྲོཊ	སྣ་ཚོགས	1
སྣཚོཌ	སྣ་ཚོགས	1
སྣོ༹གས	སྣ་ཚོགས	1
སྣོ༹ཌ	སྣ་ཚོགས	1
སྣགྦུྃ	སྣག་བུམ	1
སྣག་ཤོག	སྣག་ཚ་དང་ཤོག་བུ	0
སྣག་སྨྱུག	སྣག་ཚ་དང་སྨྱུག་གུ	0
སྣངལ	སྣང་གསལ	1
སྣངསྱལ	སྣང་གསལ	1
སྣངོ་	སྣང་ངོ་	1
སྣངྃཛད	སྣང་མཛད	1
སྣངུ་	སྣང་ངུ་	1
སྣངོར	སྣང་ངོར	1
སྣང་མུན	སྣང་བ་དང་མུན་པ	0
སྣངཚུལ	སྣང་ཚུལ	1
སྣང་རྟོགི	སྣང་རྟོག་གི	1
སྣངིད	སྣང་སྲིད	1
སྣྲིངད	སྣང་སྲིད	1
སྣྲིངད	སྣང་སྲིད	1
སྣམུ	སྣམ་བུ	1
སྣཾ	སྣམ	1
སྣརྨ	སྣར་མ	1
སྙིངོ་	སྣིང་བོ	1
སྣུབའི	སྣུབ་པའི	1
སྣེང་	སྣེ་དང་	1
སྣེའིར	སྣེའི་བར	1
སྣོགཟན	སྣོག་གཟན	1
དསནོདྱི	སྣོད་ཀྱི	1
སྣོུད	སྣོད་བཅུད	1
སྤངསའི	སྤངས་པའི	1
སྤྲིུ	སྤུ་གྲི	1
སྤུན༣	སྤུན་གསུམ	1
སྤྕུནོ	སྤུན་ཅན་ནོ	1
སྤུནླ	སྤུན་ཟླ	1
སྤེལྱེད	སྤེལ་བྱེད	1
སྤེལཾ	སྤེལ་མ	1
སྤེལོ	སྤེལ་ལོ	1
སྤོསཾགི	སྤོངས་ཤིག	1
སྤོབའི་བླཽས	སྤོབས་པའི་བློ་གྲོས	1
སྤོབྮན	སྤོབས་ཞན	1
སྤོསྱི	སྤོས་ཀྱི	1
སྤོསཀརཤིང་	སྤོས་དཀར་ཤིང་	1
སྤྱངི་	སྤྱང་ཀི	1
སྤྱནི༹ཊ	སྤྱན་གཟིགས	1
སྤྱནིཊ	སྤྱན་གཟིགས	1
སྤྱིནགས	སྤྱན་གཟིགས	1
སྤྱནར	སྤྱན་དམར	1
སྤྱནངསོ	སྤྱན་དྲངས་སོ	1
སྤྱངྲས	སྤྱན་དྲངས	1
སྤྱནངས	སྤྱན་དྲངས	1
སྤྱནྔར	སྤྱན་དྲངས	1
སྤྱནྲངས	སྤྱན་དྲངས	1
སྤྱནེ	སྤྱན་འདྲེན	1
སྤྱནྲེ	སྤྱན་འདྲེན	1
སྤྱནསྱི	སྤྱན་རས་ཀྱིས	1
སྤྱནསིཊ༹ན	སྤྱན་རས་གཟིགས་ཀྱི་མཚན	1
སྤྱནསི༹ཊ	སྤྱན་རས་གཟིགས	1
སྤྱརསིཊ	སྤྱན་རས་གཟིགས	1
སྤྱརི༹ཊ	སྤྱན་རས་གཟིགས	1
སྤྱས་གཟིགས	སྤྱན་རས་གཟིགས	1
སྤྱྲ༹་ཨིགས	སྤྱན་རས་གཟིགས	1
སྤནྲསིཌ	སྤྱན་རས་གཟིགས	1
སྤྱནྔར	སྤྱན་སྔར	1
སྤྱིུག༹	སྤྱི་གཙུག	1
སྤྱིུག	སྤྱི་གཙུག	1
སྤྱིནོ	སྤྱི་དོན	1
སྤྱོིན	སྤྱི་དོན	1
སྤྱིརོ	སྤྱི་བོར	1
སྤྱོིར	སྤྱི་བོར	1
སྤྱིཐུནྱྃ	སྤྱི་མཐུན་གྱི	1
སྤྱི༹ན	སྤྱི་མཚན	1
སྤྱྮིག	སྤྱི་ཞག	1
སྤྱྮིག	སྤྱི་ཞག	1
སྤྱིའི་ལེར	སྤྱིའི་ལེ་བར	1
སྤྱུགོ	སྤྱུག་གོ	1
སྤྱེནངསོ	སྤྱེན་དྲངས་སོ	1
སྤྱེནངས	སྤྱེན་དྲངས	1
སྤྱིངིྃ	སྤྱོ་མིང་	1
སྤྱོདའི	སྤྱོད་པའི	1
སྥྱོདས	སྤྱོད་པས	1
སྤྱོདླྃ	སྤྱོད་ལམ	1
སྤྱོལྡན	སྤྱོད་ལྡན	1
སྤྲའེུ	སྤྲ་སྤྲེའུ	1
སྤྲངོ་	སྤྲང་པོ	1
སྤྲིངགི	སྤྲིང་ཡིག	1
སྤྲིནྱི་བཅུད	སྤྲིན་གྱི་བཅུད	1
སྤྲིནེ	སྤྲིན་ཆེན	1
སྤྱིནེ	སྤྲིན་ཏེ	1
སྤྲིནུས	སྤྲིན་དུས	1
སྤྲིནྲ	སྤྲིན་བྲལ	1
སྤྲིསཾ	སྤྲིས་མ	1
སྤྲུཌ	སྤྲུགས	1
སྤྲེའུཛིནྱདེ	སྤྲེའུ་འཛིན་པའི	1
སྤྲེའོུ	སྤྲེའུའོ	1
སྤྲེལྱི	སྤྲེལ་གྱི	1
སྤྲཽ	སྤྲོ་སྤྲོ	1
སྤྲོལ	སྤྲོས་བྲལ	1
སྤྲོསྲལ	སྤྲོས་བྲལ	1
སྤྲོསལ	སྤྲོས་བྲལ	1
སྦལྕོང་	སྦལ་ལྕོང་	1
སྦསྐུངས	སྦས་སྐུངས	1
སྦུབསུ	སྦུབས་སུ	1
སྦུབསྐྱེས	སྦུབས་སྐྱེས	1
སྔོནྱི	སྦོན་གྱི	1
སྦོམོ	སྦོམ་པོ	1
སྦོོཾ	སྦོམ་པོ	1
སྦྱཾ	སྦྱང་	1
སྦྱངྣས	སྦྱངས་ནས	1
སྦྱངསིང་	སྦྱངས་ཤིང་	1
སྦྱིནས	སྦྱིན་གནས	1
སྦྱིནྱི	སྦྱིན་གྱི	1
སྦྱིནྱིས	སྦྱིན་གྱིས	1
སྦྱིནོ	སྦྱིན་ནོ	1
སྦྱིནེ	སྦྱིན་ལེན	1
སྦྱིནྲེག	སྦྱིན་སྲེག	1
སྦྱིནྲེག	སྦྱིན་སྲེག	1
སྦྱོངསྨན	སྦྱོང་སྨན	1
