transcription	normalisation
སྙྐིུང	སྙིང་ཁུང
སྙིངོ་	སྙིང་ཁོང་
སྙྲིཾག	སྙིང་ཁྲག
སྙིངྑྲག	སྙིང་ཁྲག
སྙིངྒ་	སྙིང་ག
སྙིངཅྱེསྙིང	སྙིང་གཅེས་སྙིང
སྙིངའིརྩ་	སྙིང་གའི་རྩ་
སྙིངའི	སྙིང་གའི
སྙིངར	སྙིང་གར
སྙིངྒི	སྙིང་གི
སྙིཾཐིགྻང	སྙིང་ཐིག་ཡང
སྙིངིག	སྙིང་ཐིག
སྙིཾཀར	སྙིང་དཀར
སྙིངུབབ	སྙིང་དུ་འབབ
སྙིངུ	སྙིང་དུ
སྙིཾནོར	སྙིང་ནོར
སྙིངོ	སྙིང་པོ
སྙོིང	སྙིང་པོ
སྙིནོ	སྙིང་པོ
ཉེདང	སྙེད་དང
སྙེཾས	སྙེམས
སྙིངརྩེའི	སྙིང་བརྩེ་བའི
སྙིངསྟན	སྙིང་བསྟན
སྙིངོེ་	སྙིང་བོ་ཆེ་
སྙིངོྃདེ	སྙིང་བོ་མེད
སྙིངོ	སྙིང་བོ
སྙིངོའི	སྙིང་བོའི
སྙིངོར	སྙིང་བོར
སྙིངོས	སྙིང་བོས
སྙིངྃདེ	སྙིང་མེད
སྙིངཚ	སྙིང་ཚ
སྙིངཚད	སྙིང་ཚད
སྙིངཚབ	སྙིང་ཚབ
སྙིངིྃ་	སྙིང་ཚིམ་
སྙིངཚིལ	སྙིང་ཚིལ
སྙིངྮོ་	སྙིང་ཞོ་
སྙིངགུལྙིངྕན	སྙིང་འགུལ་སྙིངཅན
སྙིངཚུབ	སྙིང་འཚུབ
སྙིངཻ༌	སྙིང་རེ་རྗེ
སྙིེེང	སྙིང་རེ་རྗེ
སྙིངེེའྃ	སྙིང་རེ་རྗེའམ
སྙིངརྗེཚདྃདེ	སྙིང་རྗེ་ཚད་མེད
སྙིངེེ	སྙིང་རྗེ་རྗེ
སྙིངེ	སྙིང་རྗེ
སྙིེང	སྙིང་རྗེ
སྙིངེས	སྙིང་རྗེས
སྙིངརྩ	སྙིང་རྩ
སྙིཾསྡུག	སྙིང་སྡུག
སྙིཾ	སྙིང
སྙུགུ	སྙུག་གུ
སྙོངོས	སྙོན་མོངས
སྙོེྃ	སྙོམ་མེ
སྙོུྃརག	སྙོམས་པར་འཇུག
སྙོཾསཇུག	སྙོམས་འཇུག
སྙོྃས	སྙོམས
སྟགཟིག	སྟག་གཟིག
སྟགི་ལོ	སྟག་གི་རོ
སྟགྱོས	སྟག་མྱོས
སྟྱོས	སྟག་སྨྱོས
སྟངསྟབས	སྟངས་སྟབས
སྟཱབ་པོ	སྟབ་སྟབ་པོ
སྟུགོཉིད	སྟུག་པོ་གཉིད
སྟེདྲ	སྟེ་འདྲ
སྟེསེར	སྟེ་སེར
སྟེོནའི	སྟེ་སྟོན་པའི
སྟེཌ་	སྟེགས་
སྟོངེན	སྟོང་ཆེན
སྟོངདིང་	སྟོང་ཉིད་དང་
སྟོངིད	སྟོང་ཉིད
སྟོིངད	སྟོང་ཉིད
སྟོངང	སྟོང་དང
སྟོངུ	སྟོང་དུ
སྟོངག	སྟོང་ཕྲག
སྟོཨུང	སྟོང་རྒྱུང
སྟོདཡྱོཌ་	སྟོད་གཡོགས་
སྟོདུལ	སྟོད་འདུལ
སྟོནཾ	སྟོན་ནམ
སྟོནས	སྟོན་ནས
སྟོནར	སྟོན་པར
སྟོནྱོཌ་	སྟོན་ཕྱོགས་
སྟོབྱས	སྟོབས་རྒྱས
སྟོབསྱིརྩ་	སྟོབས་ཀྱི་རྩ་
སྟོསྕན	སྟོབས་ཅན
སྟོབྴུཌ་	སྟོབས་ཤུགས་
སྟོབསཌོ་	སྟོབས་སོགས་
སྟོབསྙིངེེ་	སྟོབས་སྙིང་རྗེ་རྗེ་
སྡྲིབི	སྡིག་སྒྲིབ
སྡིན	སྡིག་སྲིན
སྡྲིིན	སྡིག་སྲིན
སྡིུ༹བ	སྡིགས་མཛུབ
སྡིུབ	སྡིགས་མཛུབ
སྡུགུ	སྡུག་གུ
སྡུགེ་བ	སྡུག་གེ་བ
བསྡུལ	སྡུག་བསྔལ
སྡུགལ	སྡུག་བསྔལ
སྡུཾལ	སྡུག་བསྔལ
སྡུལ	སྡུག་བསྔལ
དུགྔལ	སྡུག་བསྔལ
སྡུགྟུསྱིསློབ	སྡུག་རུས་ཀྱིས་སློབ
སྡུགསྐྱེས	སྡུག་སྐྱེས
སྡེུད	སྡུད་དེ
སྡུདདྱྃསུལིང	སྡུད་བརྒྱ་མ་སུལ་མང
སྡྲེུག	སྡེ་དྲུག
སྡེཚནསྐབསཾཁེན	སྡེ་བཙན་སྐབས་མཁན་ཆེན
སྔྱེད	སྡེ་བརྒྱད
སྡྱེད	སྡེ་བརྒྱད
སྡེ༹ན	སྡེ་ཚན
སྡོཚན	སྡེ་ཚན
སྡེདོང	སྡེ་སྣོད་དང
སྡེབྱོར	སྡེབ་སྦྱོར
སྡེརོཾ	སྡེར་མོ
སྡྲཽགས༹ད	སྡོང་གྲོགས་མཛད
སྡྲོངོ༹ད	སྡོང་གྲོགས་མཛད
སྡྲཽགས	སྡོང་གྲོགས
སྡྲོངོཊ	སྡོང་གྲོགས
སྡཽང༌	སྡོང་པོ
སྡོངོའི་	སྡོང་བོའི་
སྡོཾ་གསུཾ	སྡོམ་གསུམ
སྡོྃའི	སྡོམ་པའི
སྡཽཾ་	སྡོམ་མོ་
སྡོཾ༹གི	སྡོམ་ཚིག
སྡོཾ	སྡོམ
སྣནེ	སྣ་ཆེན
སྣ་ཚོགསྡེ	སྣ་ཚོགས་སྡེ
སྣ༹གོསྡེ	སྣ་ཚོགས་སྡེ
སྣ༹གོས	སྣ་ཚོགས
སྣོ༹གས	སྣ་ཚོགས
སྣོག༹ས	སྣ་ཚོགས
སྣོ༹ཊ	སྣ་ཚོགས
སྣྲོགས	སྣ་ཚོགས
སྣྲོཊ	སྣ་ཚོགས
སྣཚོཌ	སྣ་ཚོགས
སྣོ༹གས	སྣ་ཚོགས
སྣོ༹ཌ	སྣ་ཚོགས
སྣགྦུྃ	སྣག་བུམ
སྣག་ཤོག	སྣག་ཚ་དང་ཤོག་བུ
སྣག་སྨྱུག	སྣག་ཚ་དང་སྨྱུག་གུ
སྣངལ	སྣང་གསལ
སྣངསྱལ	སྣང་གསལ
སྣངོ	སྣང་ངོ
སྣངྃཛད	སྣང་མཛད
སྣངུ	སྣང་ངུ
སྣངོར	སྣང་ངོར
སྣང་མུན	སྣང་བ་དང་མུན་པ
སྣངཚུལ	སྣང་ཚུལ
སྣང་རྟོགི	སྣང་རྟོག་གི
སྣངིད	སྣང་སྲིད
སྣྲིངད	སྣང་སྲིད
སྣྲིངད	སྣང་སྲིད
སྣམུ	སྣམ་བུ
སྣཾ	སྣམ
སྣརྨ	སྣར་མ
སྙིངོ་	སྣིང་བོ་
སྣུབའི	སྣུབ་པའི
སྣེང་	སྣེ་དང
སྣེའིར	སྣེའི་བར
སྣོགཟན	སྣོག་གཟན
དསནོདྱི་	སྣོད་ཀྱི་
སྣོུད	སྣོད་བཅུད
སྤངསའི	སྤངས་པའི
སྤྲིུ	སྤུ་གྲི
སྤུན༣	སྤུན་གསུམ
སྤྕུནོ	སྤུན་ཅན་ནོ
སྤུནླ	སྤུན་ཟླ
སྤེལྱེད	སྤེལ་བྱེད
སྤེལཾ	སྤེལ་མ
སྤེལོ	སྤེལ་ལོ་
སྤོསཾགི	སྤོངས་ཤིག
སྤོབའི་བླཽས	སྤོབས་པའི་བློ་གྲོས
སྤོབྮན	སྤོབས་ཞན
སྤོསྱི	སྤོས་ཀྱི
སྤོསཀརཤིང	སྤོས་དཀར་ཤིང
སྤྱངི	སྤྱང་ཀི
སྤྱནི༹ཊ	སྤྱན་གཟིགས
སྤྱནིཊ	སྤྱན་གཟིགས
སྤྱིནགས	སྤྱན་གཟིགས
སྤྱནར	སྤྱན་དམར
སྤྱནངསོ	སྤྱན་དྲངས་སོ
སྤྱངྲས	སྤྱན་དྲངས
སྤྱངྲས	སྤྱན་དྲངས
སྤྱནངས	སྤྱན་དྲངས
སྤྱནྔར	སྤྱན་དྲངས
སྤྱནྲངས	སྤྱན་དྲངས
སྤྱནེ	སྤྱན་འདྲེན
སྤྱནྲེ	སྤྱན་འདྲེན
སྤྱནསྱི	སྤྱན་རས་ཀྱིས
སྤྱནསིཊ༹ན	སྤྱན་རས་གཟིགས་ཀྱི་མཚན
སྤྱནསི༹ཊ	སྤྱན་རས་གཟིགས
སྤྱརསིཊ	སྤྱན་རས་གཟིགས
སྤྱརི༹ཊ	སྤྱན་རས་གཟིགས
སྤྱས་གཟིགས	སྤྱན་རས་གཟིགས
སྤྱྲ༹་ཨིགས	སྤྱན་རས་གཟིགས
སྤནྲསིཌ	སྤྱན་རས་གཟིགས
སྤྱནྔར	སྤྱན་སྔར
སྤྱིུག༹	སྤྱི་གཙུག
སྤྱིུག	སྤྱི་གཙུག
སྤྱིནོ	སྤྱི་དོན
སྤྱོིན	སྤྱི་དོན
སྤྱིརོ	སྤྱི་བོར
སྤྱོིར	སྤྱི་བོར
སྤྱིཐུནྱྃ	སྤྱི་མཐུན་གྱི་
སྤྱི༹ན	སྤྱི་མཚན
སྤྱྮིག	སྤྱི་ཞག
སྤྱྮིག	སྤྱི་ཞག
སྤྱིའི་ལེར	སྤྱིའི་ལེ་བར
སྤྱུགོ	སྤྱུག་གོ
སྤྱེནངསོ	སྤྱེན་དྲངས་སོ
སྤྱེནངས	སྤྱེན་དྲངས
སྤྱིངིྃ་	སྤྱོ་མིང་
སྤྱོདའི	སྤྱོད་པའི
སྥྱོདས	སྤྱོད་པས
སྤྱོདླྃ	སྤྱོད་ལམ
སྤྱོལྡན	སྤྱོད་ལྡན
སྤྲའེུ	སྤྲ་སྤྲེའུ
སྤྲངོ༌	སྤྲང་པོ
སྤྲིངགི	སྤྲིང་ཡིག
སྤྲིནྱི་བཅུད	སྤྲིན་གྱི་བཅུད
སྤྲིནེ	སྤྲིན་ཆེན
སྤྱིནེ་	སྤྲིན་ཏེ་
སྤྲིནུས	སྤྲིན་དུས
སྤྲིནྲ	སྤྲིན་བྲལ
སྤྲིསཾ	སྤྲིས་མ
སྤྲུཌ	སྤྲུགས
སྤྲེའུཛིནྱདེ	སྤྲེའུ་འཛིན་པའི
སྤྲེའོུ	སྤྲེའུའོ
སྤྲེལྱི	སྤྲེལ་གྱི
སྤྲཽ	སྤྲོ་སྤྲོ
སྤྲོལ	སྤྲོས་བྲལ
སྤྲོསྲལ	སྤྲོས་བྲལ
སྤྲོསལ	སྤྲོས་བྲལ
སྦལྕོང	སྦལ་ལྕོང
སྦསྐུངས	སྦས་སྐུངས
སྦུབསུ	སྦུབས་སུ
སྦུབསྐྱེས	སྦུབས་སྐྱེས
སྔོནྱི་	སྦོན་གྱི་
སྦོམོ	སྦོམ་པོ
སྦོོཾ	སྦོམ་པོ
སྦྱཾ་	སྦྱང་
སྦྱངྣས	སྦྱངས་ནས
སྦྱངསིང་	སྦྱངས་ཤིང་
སྦྱིནས	སྦྱིན་གནས
སྦྱིནྱི	སྦྱིན་གྱི
སྦྱིནྱིས	སྦྱིན་གྱིས
སྦྱིནོ	སྦྱིན་ནོ
སྦྱིནེ	སྦྱིན་ལེན
སྦྱིནྲེག	སྦྱིན་སྲེག
སྦྱིནྲེག	སྦྱིན་སྲེག
སྦྱོངསྨན	སྦྱོང་སྨན
སྦྱོརཡྱོཕྲུལྶྣཾང	སྦྱོར་གཡོ་འཕྲུལ་སྣ་མང
སྦྱོརྙི	སྦྱོར་ཉི
སྦྱོརཐོྃ	སྦྱོར་མཐོང
སྦྦྱྲོལ	སྦྱོར་སྒྲོལ
སྦྱོརལོྲ	སྦྱོར་སྒྲོལ
སྦྲངཾ	སྦྲང་མ
སྦྲ༹ངི༌	སྦྲང་རྩི
སྦྲིང༹	སྦྲང་རྩི
སྦྲིང༹	སྦྲང་རྩི
སྦྲེཾན	སྦྲམ་ཆེན
སྦྲྃ	སྦྲམ
སྦྲུལྱི་	སྦྲུལ་གྱི་
སྦྲུལོ	སྦྲུལ་ལོ
སྦྲུལོའི	སྦྲུལ་ལོའི
སྦྲེལ	སྦྲེལ
སྨབེབསྱེདུཇུག	སྨ་འབེབས་བྱེད་དུ་འཇུག
སྨདཀྲིས	སྨད་དཀྲིས
སྨནྮུང	སྨན་གཞུང
སྨནོ	སྨན་ནོ
སྨནྟུས	སྨན་བཏུས
སྨརྩྖེན	སྨན་རྩ་ཆེན
སྨྲིལོ	སྨིན་གྲོལ
སྨྲོིལ	སྨིན་གྲོལ
སྨིནྲུག	སྨིན་དྲུག
སྨྲིུག	སྨིན་དྲུག
སྨྲིུགན	སྨིན་དྲུག་ཅན
སྨྲིུག	སྨིན་དྲུག
སྨིནཾ	སྨིན་མ
སྨེུན	སྨེ་བདུན
སྨོནཾ	སྨོན་ལམ
སྐོཾས	སྨོམས
སྨྱུགཁསོཌ	སྨྱུག་ཁ་བསེགས
སྨྱུགཁ	སྨྱུག་ཁ
སྨྱུགཾའིསླསའི	སྨྱུག་མའི་སླས་པའི
སྨྱུགཾས	སྨྱུག་མས
སྨྲའི	སྨྲ་བའི
སྨྲསོ	སྨྲས་སོ
སྩོུལ	སྩལ་དུ་གསོལ
སྲའི	སྲ་བའི
སྲརྟན	སྲ་བརྟན
སྲེཾཊ	སྲ་མཁྲེགས
སྲཁྲེཌ	སྲ་མཁྲེགས
སྲཐསྲ	སྲ་འཐའ་སྲ
སྲཐས	སྲ་འཐས
སྲབྲས	སྲ་འབྲས
སྲརྫིན	སྲ་འཛིན
སྲརྩི	སྲ་རྩི
སྲྶྙི	སྲ་སྙི
སྲངྖ	སྲང་ཆ
སྲངྖའི	སྲང་ཆའི
སྲངཾདའ	སྲང་མདའ
སྲངལྲཾངདོཾ	སྲང་ལམ་སྲང་མདོ
སྲདཀར	སྲད་དཀར
སྲདཾར	སྲད་དམར
སྲདུབཅུག	སྲད་དུ་བཅུག
སྲདྣགང	སྲད་ནག་དང
སྲདུ	སྲད་བུ
སྲདཾ་	སྲད་མ་
སྲདེར	སྲད་སེར
སྲདསྨུག	སྲད་སྨུག
སྲནཀར	སྲན་དཀར
སྲནག	སྲན་ནག
སྲནཾ	སྲན་མ
སྲནརིཌ་	སྲན་རིགས་
སྲབྱིསྒྱར	སྲབ་ཀྱིས་བསྒྱུར
སྲབོ	སྲབ་པོ
སྲབཾཐུག	སྲབ་མཐུག
སྲབཾདའ	སྲབ་མདའ
སྲབོཾ་	སྲབ་མོ་
སྲབོཾར	སྲབ་མོར
སྲབཇཾ	སྲབ་འཇམ
སྲབསྐྱོཌ	སྲབ་སྐྱོགས
སྲམདོག	སྲམ་མདོག
སྲཾལྤཌ	སྲམ་ལྤགས
སྲཾ	སྲམ
སྲསྱི	སྲས་ཀྱི
སྲསྱིས་ནེ	སྲས་ཀྱིས་ན་རེ
སྲསྱིས	སྲས་ཀྱིས
སྲསྖེ	སྲས་ཆེ
སྲསེན	སྲས་ཆེན
སྲསྲོསོཾ	སྲས་པོ་སྲས་མོ་
སྲསྱདྱིས	སྲས་བརྒྱད་ཀྱིས
སྲསྱད	སྲས་བརྒྱད
སྲསུ	སྲས་སུ
སྲིར	སྲི་ཐར
སྲིབྱདེ	སྲི་བྱེད
སྲིཞུ	སྲི་ཞུ
སྲིངོ	སྲིང་མོ
སྲིངོཾ་	སྲིང་མོ་
སྲིདཞུང	སྲིད་གཞུང
སྲིདཇུས	སྲིད་ཇུས
སྲིདང	སྲིད་དང
སྲིདབང	སྲིད་དབང
སྲིདུ	སྲིད་དུ
སྲིདོན	སྲིད་དོན
སྲིདནགྲནྲལ	སྲིད་ན་འགྲན་བྲལ
སྲིདའི་	སྲིད་པའི་
